Comunidad autónoma de residencia	Concepto turístico	Tipo de dato	Periodo	Total
01 Andalucía	Gasto medio por persona	Distribución porcentual	2018T3	""
01 Andalucía	Gasto medio por persona	Distribución porcentual	2018T2	""
01 Andalucía	Gasto medio por persona	Distribución porcentual	2018T1	""
01 Andalucía	Gasto medio por persona	Distribución porcentual	2017T4	""
01 Andalucía	Gasto medio por persona	Distribución porcentual	2017T3	""
01 Andalucía	Gasto medio por persona	Distribución porcentual	2017T2	""
01 Andalucía	Gasto medio por persona	Distribución porcentual	2017T1	""
01 Andalucía	Gasto medio por persona	Distribución porcentual	2016T4	""
01 Andalucía	Gasto medio por persona	Distribución porcentual	2016T3	""
01 Andalucía	Gasto medio por persona	Distribución porcentual	2016T2	""
01 Andalucía	Gasto medio por persona	Distribución porcentual	2016T1	""
01 Andalucía	Gasto medio por persona	Distribución porcentual	2015T4	""
01 Andalucía	Gasto medio por persona	Distribución porcentual	2015T3	""
01 Andalucía	Gasto medio por persona	Distribución porcentual	2015T2	""
01 Andalucía	Gasto medio por persona	Distribución porcentual	2015T1	""
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2023T4	284,87
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2023T3	287,06
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2023T2	246,37
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2023T1	258,25
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2022T4	253,82
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2022T3	256,69
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2022T2	201,53
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2022T1	198,67
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2021T4	196,68
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2021T3	201,36
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2021T2	142,02
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2021T1	138,63
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2020T4	182,15
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2020T3	186,62
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2020T2	184,4
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2020T1	203,65
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2019T4	219,47
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2019T3	213,72
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2019T2	180,18
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2019T1	176,41
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2018T4	209,24
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2018T3	212,78
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2018T2	183,84
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2018T1	180,54
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2017T4	199,4
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2017T3	202,27
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2017T2	179,77
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2017T1	163,23
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2016T4	192,07
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2016T3	192,47
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2016T2	169,35
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2016T1	173,55
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2015T4	194,83
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2015T3	195,27
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2015T2	174,76
01 Andalucía	Gasto medio por persona	Acumulado en lo que va de año	2015T1	182,97
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2023T4	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2023T3	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2023T2	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2023T1	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2022T4	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2022T3	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2022T2	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2022T1	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2021T4	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2021T3	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2021T2	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2021T1	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2020T4	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2020T3	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2020T2	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2020T1	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2019T4	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2019T3	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2019T2	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2019T1	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2018T4	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2018T3	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2018T2	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2018T1	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2017T4	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2017T3	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2017T2	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2017T1	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2016T4	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2016T3	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2016T2	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2016T1	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2015T4	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2015T3	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2015T2	""
01 Andalucía	Gasto medio por persona	Distribución porcentual del acumulado	2015T1	""
01 Andalucía	Gasto medio por persona	Variación anual	2023T4	13,64
01 Andalucía	Gasto medio por persona	Variación anual	2023T3	5,06
01 Andalucía	Gasto medio por persona	Variación anual	2023T2	15,91
01 Andalucía	Gasto medio por persona	Variación anual	2023T1	29,99
01 Andalucía	Gasto medio por persona	Variación anual	2022T4	33,71
01 Andalucía	Gasto medio por persona	Variación anual	2022T3	31,46
01 Andalucía	Gasto medio por persona	Variación anual	2022T2	42,14
01 Andalucía	Gasto medio por persona	Variación anual	2022T1	43,32
01 Andalucía	Gasto medio por persona	Variación anual	2021T4	16,76
01 Andalucía	Gasto medio por persona	Variación anual	2021T3	32,61
01 Andalucía	Gasto medio por persona	Variación anual	2021T2	7,75
01 Andalucía	Gasto medio por persona	Variación anual	2021T1	-31,93
01 Andalucía	Gasto medio por persona	Variación anual	2020T4	-34,8
01 Andalucía	Gasto medio por persona	Variación anual	2020T3	-28,18
01 Andalucía	Gasto medio por persona	Variación anual	2020T2	-27,63
01 Andalucía	Gasto medio por persona	Variación anual	2020T1	15,44
01 Andalucía	Gasto medio por persona	Variación anual	2019T4	23
01 Andalucía	Gasto medio por persona	Variación anual	2019T3	3,54
01 Andalucía	Gasto medio por persona	Variación anual	2019T2	-1,49
01 Andalucía	Gasto medio por persona	Variación anual	2019T1	-2,29
01 Andalucía	Gasto medio por persona	Variación anual	2018T4	3,71
01 Andalucía	Gasto medio por persona	Variación anual	2018T3	9,07
01 Andalucía	Gasto medio por persona	Variación anual	2018T2	-3,33
01 Andalucía	Gasto medio por persona	Variación anual	2018T1	10,61
01 Andalucía	Gasto medio por persona	Variación anual	2017T4	-1,25
01 Andalucía	Gasto medio por persona	Variación anual	2017T3	4,11
01 Andalucía	Gasto medio por persona	Variación anual	2017T2	16,52
01 Andalucía	Gasto medio por persona	Variación anual	2017T1	-5,95
01 Andalucía	Gasto medio por persona	Variación anual	2016T4	-1,42
01 Andalucía	Gasto medio por persona	Variación anual	2016T3	0,75
01 Andalucía	Gasto medio por persona	Variación anual	2016T2	-2,1
01 Andalucía	Gasto medio por persona	Variación anual	2016T1	-5,15
01 Andalucía	Gasto medio por persona	Variación anual	2015T4	""
01 Andalucía	Gasto medio por persona	Variación anual	2015T3	""
01 Andalucía	Gasto medio por persona	Variación anual	2015T2	""
01 Andalucía	Gasto medio por persona	Variación anual	2015T1	""
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2023T4	12,23
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2023T3	11,83
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2023T2	22,25
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2023T1	29,99
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2022T4	29,05
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2022T3	27,48
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2022T2	41,9
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2022T1	43,32
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2021T4	7,98
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2021T3	7,9
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2021T2	-22,98
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2021T1	-31,93
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2020T4	-17
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2020T3	-12,68
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2020T2	2,34
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2020T1	15,44
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2019T4	4,89
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2019T3	0,44
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2019T2	-1,99
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2019T1	-2,29
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2018T4	4,93
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2018T3	5,2
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2018T2	2,26
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2018T1	10,61
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2017T4	3,82
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2017T3	5,09
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2017T2	6,15
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2017T1	-5,95
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2016T4	-1,41
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2016T3	-1,43
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2016T2	-3,09
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2016T1	-5,15
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2015T4	""
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2015T3	""
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2015T2	""
01 Andalucía	Gasto medio por persona	Variación anual del acumulado en lo que va de año	2015T1	""
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2023T4	85,35
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2023T3	59,79
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2023T2	81,43
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2023T1	73,26
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2022T4	82,78
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2022T3	55,12
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2022T2	68,23
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2022T1	61,99
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2021T4	62,73
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2021T3	45,13
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2021T2	53,24
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2021T1	41,67
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2020T4	46,41
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2020T3	35,35
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2020T2	39,66
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2020T1	62,74
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2019T4	74,88
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2019T3	46,44
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2019T2	62,95
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2019T1	58,27
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2018T4	68,83
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2018T3	47,47
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2018T2	65,05
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2018T1	60,51
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2017T4	64,03
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2017T3	43,22
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2017T2	63,81
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2017T1	56,25
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2016T4	55,04
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2016T3	39,13
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2016T2	58,2
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2016T1	55,77
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2015T4	57,86
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2015T3	40,1
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2015T2	54,71
01 Andalucía	Gasto medio diario por persona	Valor absoluto	2015T1	52,88
01 Andalucía	Gasto medio diario por persona	Distribución porcentual	2023T4	""
01 Andalucía	Gasto medio diario por persona	Distribución porcentual	2023T3	""
01 Andalucía	Gasto medio diario por persona	Distribución porcentual	2023T2	""
01 Andalucía	Gasto medio diario por persona	Distribución porcentual	2023T1	""
01 Andalucía	Gasto medio diario por persona	Distribución porcentual	2022T4	""
01 Andalucía	Gasto medio diario por persona	Distribución porcentual	2022T3	""
01 Andalucía	Gasto medio diario por persona	Distribución porcentual	2022T2	""
01 Andalucía	Gasto medio diario por persona	Distribución porcentual	2022T1	""
01 Andalucía	Gasto medio diario por persona	Distribución porcentual	2021T4	""
